"word","kjv_count","priority","lookup_candidates","sample_references","supplemental_help"
"mizpeh","23","high","mizpeh; mizpah","Joshua 11:3; Joshua 11:8; Joshua 15:38; Joshua 18:26; Judges 10:17","Easton; Nave"
"ekron","22","high","ekron","Joshua 13:3; Joshua 15:11; Joshua 15:45; Joshua 15:46; Joshua 19:43","Easton; Nave"
"hittites","22","high","hittites; hittite","Genesis 15:20; Exodus 3:8; Exodus 3:17; Exodus 13:5; Exodus 23:23","Easton; Nave"
"machir","22","high","machir","Genesis 50:23; Numbers 26:29; Numbers 26:29; Numbers 27:1; Numbers 32:39","Easton; Nave"
"nabal","22","high","nabal","1 Samuel 25:3; 1 Samuel 25:4; 1 Samuel 25:5; 1 Samuel 25:9; 1 Samuel 25:10","Easton; Nave"
"naboth","22","high","naboth","1 Kings 21:1; 1 Kings 21:2; 1 Kings 21:3; 1 Kings 21:4; 1 Kings 21:6","Easton; Nave"
"tyrus","22","high","tyrus; tyru","Jeremiah 25:22; Jeremiah 27:3; Jeremiah 47:4; Ezekiel 26:2; Ezekiel 26:3","KJV rare-term help"
"zerubbabel","22","high","zerubbabel","1 Chronicles 3:19; 1 Chronicles 3:19; Ezra 2:2; Ezra 3:2; Ezra 3:8","Easton; Nave"
"achish","21","high","achish","1 Samuel 21:10; 1 Samuel 21:11; 1 Samuel 21:12; 1 Samuel 21:14; 1 Samuel 27:2","Easton; Nave"
"ashdod","21","high","ashdod","Joshua 11:22; Joshua 15:46; Joshua 15:47; 1 Samuel 5:1; 1 Samuel 5:3","Easton"
"asia","21","high","asia","Acts 2:9; Acts 6:9; Acts 16:6; Acts 19:10; Acts 19:22","Easton; Nave"
"bethshemesh","21","high","bethshemesh","Joshua 15:10; Joshua 19:22; Joshua 19:38; Joshua 21:16; Judges 1:33","Easton; Nave"
"counsellors","21","high","counsellors; counsellor; counsellore","2 Chronicles 22:4; Ezra 4:5; Ezra 7:14; Ezra 7:15; Ezra 7:28","Easton; Nave"
"eliab","21","high","eliab","Numbers 1:9; Numbers 2:7; Numbers 7:24; Numbers 7:29; Numbers 10:16","Easton; Nave"
"elkanah","21","high","elkanah","Exodus 6:24; 1 Samuel 1:1; 1 Samuel 1:4; 1 Samuel 1:8; 1 Samuel 1:19","Easton; Nave"
"esaias","21","high","esaias; esaia","Matthew 3:3; Matthew 4:14; Matthew 8:17; Matthew 12:17; Matthew 13:14","Easton"
"euphrates","21","high","euphrates; euphrate","Genesis 2:14; Genesis 15:18; Deuteronomy 1:7; Deuteronomy 11:24; Joshua 1:4","Easton; Nave"
"ithamar","21","high","ithamar","Exodus 6:23; Exodus 28:1; Exodus 38:21; Leviticus 10:6; Leviticus 10:12","Easton; Nave"
"kish","21","high","kish","1 Samuel 9:1; 1 Samuel 9:3; 1 Samuel 9:3; 1 Samuel 10:11; 1 Samuel 10:21","Easton; Nave"
"naomi","21","high","naomi","Ruth 1:2; Ruth 1:3; Ruth 1:8; Ruth 1:11; Ruth 1:19","Easton; Nave"
"shoes","21","high","shoes; shoe","Exodus 3:5; Exodus 12:11; Deuteronomy 33:25; Joshua 9:5; Joshua 9:13","Easton; Nave"
"shushan","21","high","shushan","Nehemiah 1:1; Esther 1:2; Esther 1:5; Esther 2:3; Esther 2:5","Easton"
"sisera","21","high","sisera","Judges 4:2; Judges 4:7; Judges 4:9; Judges 4:12; Judges 4:13","Easton; Nave"
"zidon","21","high","zidon","Genesis 49:13; Joshua 11:8; Joshua 19:28; Judges 1:31; Judges 10:6","Easton"
"abijah","20","high","abijah","1 Kings 14:1; 1 Chronicles 24:10; 2 Chronicles 11:20; 2 Chronicles 11:22; 2 Chronicles 12:16","Easton"
"ahijah","20","high","ahijah","1 Kings 11:29; 1 Kings 11:30; 1 Kings 12:15; 1 Kings 14:2; 1 Kings 14:4","Easton"
"ahikam","20","high","ahikam","2 Kings 22:12; 2 Kings 22:14; 2 Kings 25:22; 2 Chronicles 34:20; Jeremiah 26:24","Easton"
"ahithophel","20","high","ahithophel","2 Samuel 15:12; 2 Samuel 15:31; 2 Samuel 15:31; 2 Samuel 15:34; 2 Samuel 16:15","Easton; Nave"
"cain","20","high","cain","Genesis 4:1; Genesis 4:2; Genesis 4:3; Genesis 4:5; Genesis 4:5","Easton; Nave"
"ethiopia","20","high","ethiopia","Genesis 2:13; 2 Kings 19:9; Esther 1:1; Esther 8:9; Job 28:19","Easton; Nave"
"joel","20","high","joel","1 Samuel 8:2; 1 Chronicles 4:35; 1 Chronicles 5:4; 1 Chronicles 5:8; 1 Chronicles 5:12","Easton; Nave"
"nadab","20","high","nadab","Exodus 6:23; Exodus 24:1; Exodus 24:9; Exodus 28:1; Leviticus 10:1","Easton; Nave"
"nethaniah","20","high","nethaniah","2 Kings 25:23; 2 Kings 25:25; 1 Chronicles 25:2; 1 Chronicles 25:12; 2 Chronicles 17:8","Easton; Nave"
"obadiah","20","high","obadiah","1 Kings 18:3; 1 Kings 18:3; 1 Kings 18:4; 1 Kings 18:5; 1 Kings 18:6","Easton; Nave"
"obededom","20","high","obededom","2 Samuel 6:10; 2 Samuel 6:11; 2 Samuel 6:11; 2 Samuel 6:12; 2 Samuel 6:12","Easton"
"seraiah","20","high","seraiah","2 Samuel 8:17; 2 Kings 25:18; 2 Kings 25:23; 1 Chronicles 4:13; 1 Chronicles 4:14","Easton; Nave"
"zerah","20","high","zerah","Genesis 36:13; Genesis 36:17; Genesis 36:33; Genesis 46:12; Numbers 26:13","Easton"
"amon","19","medium","amon","1 Kings 22:26; 2 Kings 21:18; 2 Kings 21:19; 2 Kings 21:23; 2 Kings 21:24","Easton; Nave"
"antioch","19","medium","antioch","Acts 6:5; Acts 11:19; Acts 11:20; Acts 11:22; Acts 11:26","Easton"
"gaza","19","medium","gaza","Genesis 10:19; Joshua 10:41; Joshua 11:22; Joshua 15:47; Judges 1:18","Easton; Nave"
"gomorrah","19","medium","gomorrah","Genesis 10:19; Genesis 13:10; Genesis 14:2; Genesis 14:8; Genesis 14:10","Easton; Nave"
"haran","19","medium","haran","Genesis 11:26; Genesis 11:27; Genesis 11:27; Genesis 11:28; Genesis 11:29","Easton"
"hazor","19","medium","hazor","Joshua 11:1; Joshua 11:10; Joshua 11:10; Joshua 11:11; Joshua 11:13","Easton; Nave"
"jonah","19","medium","jonah","2 Kings 14:25; Jonah 1:1; Jonah 1:3; Jonah 1:5; Jonah 1:7","Easton; Nave"
"moabites","19","medium","moabites; moabite","Genesis 19:37; Numbers 22:4; Deuteronomy 2:9; Deuteronomy 2:11; Deuteronomy 2:29","Easton; Nave"
"ramothgilead","19","medium","ramothgilead","1 Kings 4:13; 1 Kings 22:4; 1 Kings 22:6; 1 Kings 22:12; 1 Kings 22:15","Easton"
"armourbearer","18","medium","armourbearer","Judges 9:54; 1 Samuel 14:7; 1 Samuel 14:12; 1 Samuel 14:12; 1 Samuel 14:13","Easton"
"asahel","18","medium","asahel","2 Samuel 2:18; 2 Samuel 2:18; 2 Samuel 2:19; 2 Samuel 2:20; 2 Samuel 2:21","Easton"
"baalim","18","medium","baalim","Judges 2:11; Judges 3:7; Judges 8:33; Judges 10:6; Judges 10:10","Easton"
"gershon","18","medium","gershon","Genesis 46:11; Exodus 6:16; Exodus 6:17; Numbers 3:17; Numbers 3:18","Easton; Nave"
"hangings","18","medium","hangings; hanging; hanginge","Exodus 27:9; Exodus 27:11; Exodus 27:12; Exodus 27:14; Exodus 27:15","Easton; Nave"
"hezron","18","medium","hezron","Genesis 46:9; Genesis 46:12; Exodus 6:14; Numbers 26:6; Numbers 26:21","Easton; Nave"
"keilah","18","medium","keilah","Joshua 15:44; 1 Samuel 23:1; 1 Samuel 23:2; 1 Samuel 23:3; 1 Samuel 23:4","Easton; Nave"
"kirjathjearim","18","medium","kirjathjearim","Joshua 9:17; Joshua 15:9; Joshua 15:60; Joshua 18:14; Joshua 18:15","Easton; Nave"
"libnah","18","medium","libnah","Numbers 33:20; Numbers 33:21; Joshua 10:29; Joshua 10:29; Joshua 10:31","Easton; Nave"
"maachah","18","medium","maachah","Genesis 22:24; 1 Kings 2:39; 1 Kings 15:2; 1 Kings 15:10; 1 Kings 15:13","Easton; Nave"
"manoah","18","medium","manoah","Judges 13:2; Judges 13:8; Judges 13:9; Judges 13:9; Judges 13:11","Easton"
"micaiah","18","medium","micaiah","1 Kings 22:8; 1 Kings 22:9; 1 Kings 22:13; 1 Kings 22:14; 1 Kings 22:15","Easton"
"michal","18","medium","michal","1 Samuel 14:49; 1 Samuel 18:20; 1 Samuel 18:27; 1 Samuel 18:28; 1 Samuel 19:11","Easton; Nave"
"nethinims","18","medium","nethinims; nethinim; nethinime","1 Chronicles 9:2; Ezra 2:43; Ezra 2:58; Ezra 2:70; Ezra 7:7","Easton; Nave"
"nineveh","18","medium","nineveh","Genesis 10:11; Genesis 10:12; 2 Kings 19:36; Isaiah 37:37; Jonah 1:2","Easton"
"omri","18","medium","omri","1 Kings 16:16; 1 Kings 16:17; 1 Kings 16:21; 1 Kings 16:22; 1 Kings 16:22","Easton; Nave"
"perizzites","18","medium","perizzites; perizzite","Genesis 15:20; Genesis 34:30; Exodus 3:8; Exodus 3:17; Exodus 23:23","Easton; Nave; KJV rare-term help"
"succoth","18","medium","succoth","Genesis 33:17; Genesis 33:17; Exodus 12:37; Exodus 13:20; Numbers 33:5","Easton; Nave"
"tirzah","18","medium","tirzah","Numbers 26:33; Numbers 27:1; Numbers 36:11; Joshua 12:24; Joshua 17:3","Nave"
"abigail","17","medium","abigail","1 Samuel 25:3; 1 Samuel 25:14; 1 Samuel 25:18; 1 Samuel 25:23; 1 Samuel 25:32","Easton"
"athaliah","17","medium","athaliah","2 Kings 8:26; 2 Kings 11:1; 2 Kings 11:2; 2 Kings 11:3; 2 Kings 11:13","Easton; Nave"
"caesarea","17","medium","caesarea","Matthew 16:13; Mark 8:27; Acts 8:40; Acts 9:30; Acts 10:1","Easton"
"elah","17","medium","elah","Genesis 36:41; 1 Samuel 17:2; 1 Samuel 17:19; 1 Samuel 21:9; 1 Kings 4:18","Easton"
"eliashib","17","medium","eliashib","1 Chronicles 3:24; 1 Chronicles 24:12; Ezra 10:6; Ezra 10:24; Ezra 10:27","Easton"
"elishama","17","medium","elishama","Numbers 1:10; Numbers 2:18; Numbers 7:48; Numbers 7:53; Numbers 10:22","Easton; Nave"
"ephesus","17","medium","ephesus; ephesu","Acts 18:19; Acts 18:21; Acts 18:24; Acts 19:1; Acts 19:17","Easton; Nave"
"horeb","17","medium","horeb","Exodus 3:1; Exodus 17:6; Exodus 33:6; Deuteronomy 1:2; Deuteronomy 1:6","Easton; Nave"
"jehoash","17","medium","jehoash","2 Kings 11:21; 2 Kings 12:1; 2 Kings 12:2; 2 Kings 12:4; 2 Kings 12:6","Easton; Nave"
"kadesh","17","medium","kadesh","Genesis 14:7; Genesis 16:14; Genesis 20:1; Numbers 13:26; Numbers 20:1","Easton; Nave"
"naaman","17","medium","naaman","Genesis 46:21; Numbers 26:40; Numbers 26:40; 2 Kings 5:1; 2 Kings 5:2","Easton; Nave"
"nahor","17","medium","nahor","Genesis 11:22; Genesis 11:23; Genesis 11:24; Genesis 11:25; Genesis 11:26","Easton; Nave"
"sarai","17","medium","sarai","Genesis 11:29; Genesis 11:30; Genesis 11:31; Genesis 12:5; Genesis 12:11","Easton"
"shem","17","medium","shem","Genesis 5:32; Genesis 6:10; Genesis 7:13; Genesis 9:18; Genesis 9:23","Easton"
"timotheus","17","medium","timotheus; timotheu","Acts 16:1; Acts 17:14; Acts 17:15; Acts 18:5; Acts 19:22","Easton"
"abel","16","medium","abel","Genesis 4:2; Genesis 4:2; Genesis 4:4; Genesis 4:4; Genesis 4:8","Easton; Nave"
"ahimelech","16","medium","ahimelech","1 Samuel 21:1; 1 Samuel 21:1; 1 Samuel 21:2; 1 Samuel 21:8; 1 Samuel 22:9","Easton"
"amariah","16","medium","amariah","1 Chronicles 6:7; 1 Chronicles 6:7; 1 Chronicles 6:11; 1 Chronicles 6:11; 1 Chronicles 6:52","Easton"
"amasa","16","medium","amasa","2 Samuel 17:25; 2 Samuel 17:25; 2 Samuel 19:13; 2 Samuel 20:4; 2 Samuel 20:5","Easton; Nave"
"anathoth","16","medium","anathoth","Joshua 21:18; 1 Kings 2:26; 1 Chronicles 6:60; 1 Chronicles 7:8; Ezra 2:23","Easton"
"aroer","16","medium","aroer","Numbers 32:34; Deuteronomy 2:36; Deuteronomy 3:12; Deuteronomy 4:48; Joshua 12:2","Easton; Nave"
"capernaum","16","medium","capernaum","Matthew 4:13; Matthew 8:5; Matthew 11:23; Matthew 17:24; Mark 1:21","Easton; Nave"
"convocation","16","medium","convocation","Exodus 12:16; Exodus 12:16; Leviticus 23:3; Leviticus 23:7; Leviticus 23:8","Easton; Nave"
"heman","16","medium","heman","1 Kings 4:31; 1 Chronicles 2:6; 1 Chronicles 6:33; 1 Chronicles 15:17; 1 Chronicles 15:19","Easton; Nave"
"hivites","16","medium","hivites; hivite","Exodus 3:8; Exodus 3:17; Exodus 13:5; Exodus 23:23; Deuteronomy 7:1","Easton"
"hur","16","medium","hur","Exodus 17:10; Exodus 17:12; Exodus 24:14; Exodus 31:2; Exodus 35:30","Easton; Nave"
"jehiel","16","medium","jehiel","1 Chronicles 9:35; 1 Chronicles 11:44; 1 Chronicles 15:18; 1 Chronicles 15:20; 1 Chronicles 16:5","Easton; Nave"
"jephunneh","16","medium","jephunneh","Numbers 13:6; Numbers 14:6; Numbers 14:30; Numbers 14:38; Numbers 26:65","Easton; Nave"
"mattaniah","16","medium","mattaniah","2 Kings 24:17; 1 Chronicles 9:15; 1 Chronicles 25:4; 1 Chronicles 25:16; 2 Chronicles 20:14","Easton; Nave"
"musick","16","medium","musick; music","1 Samuel 18:6; 1 Chronicles 15:16; 2 Chronicles 5:13; 2 Chronicles 7:6; 2 Chronicles 23:13","Easton; Nave"
"rabshakeh","16","medium","rabshakeh","2 Kings 18:17; 2 Kings 18:19; 2 Kings 18:26; 2 Kings 18:27; 2 Kings 18:28","Easton; Nave"
"reubenites","16","medium","reubenites; reubenite","Numbers 26:7; Deuteronomy 3:12; Deuteronomy 3:16; Deuteronomy 4:43; Deuteronomy 29:8","Nave"
"uzziel","16","medium","uzziel","Exodus 6:18; Exodus 6:22; Leviticus 10:4; Numbers 3:19; Numbers 3:30","Easton; Nave"
"ziba","16","medium","ziba","2 Samuel 9:2; 2 Samuel 9:2; 2 Samuel 9:3; 2 Samuel 9:4; 2 Samuel 9:9","Easton; Nave"
"abednego","15","medium","abednego","Daniel 1:7; Daniel 2:49; Daniel 3:12; Daniel 3:13; Daniel 3:14","Easton; Nave"
"ahimaaz","15","medium","ahimaaz","1 Samuel 14:50; 2 Samuel 15:27; 2 Samuel 15:36; 2 Samuel 17:17; 2 Samuel 17:20","Easton"
"ahitub","15","medium","ahitub","1 Samuel 14:3; 1 Samuel 22:9; 1 Samuel 22:11; 1 Samuel 22:12; 1 Samuel 22:20","Easton"
"amram","15","medium","amram","Exodus 6:18; Exodus 6:20; Exodus 6:20; Numbers 3:19; Numbers 26:58","Easton; Nave"
"artaxerxes","15","medium","artaxerxes; artaxerx; artaxerxe","Ezra 4:7; Ezra 4:7; Ezra 4:8; Ezra 4:11; Ezra 4:23","Easton; Nave"
"bani","15","medium","bani","2 Samuel 23:36; 1 Chronicles 6:46; 1 Chronicles 9:4; Ezra 2:10; Ezra 10:29","Easton; Nave"
"eliakim","15","medium","eliakim","2 Kings 18:18; 2 Kings 18:26; 2 Kings 18:37; 2 Kings 19:2; 2 Kings 23:34","Easton; Nave"
"eliezer","15","medium","eliezer","Genesis 15:2; Exodus 18:4; 1 Chronicles 7:8; 1 Chronicles 15:24; 1 Chronicles 23:15","Easton; Nave"
"eliphaz","15","medium","eliphaz","Genesis 36:4; Genesis 36:10; Genesis 36:11; Genesis 36:12; Genesis 36:12","Easton; Nave"
"goshen","15","medium","goshen","Genesis 45:10; Genesis 46:28; Genesis 46:28; Genesis 46:29; Genesis 46:34","Easton; Nave"
"hashabiah","15","medium","hashabiah","1 Chronicles 6:45; 1 Chronicles 9:14; 1 Chronicles 25:3; 1 Chronicles 25:19; 1 Chronicles 26:30","Easton; Nave"
"kohathites","15","medium","kohathites; kohathite","Numbers 3:27; Numbers 3:30; Numbers 4:18; Numbers 4:34; Numbers 4:37","Easton"
"lazarus","15","medium","lazarus; lazaru","Luke 16:20; Luke 16:23; Luke 16:24; Luke 16:25; John 11:1","Easton; Nave"
"magicians","15","medium","magicians; magician; magiciane","Genesis 41:8; Genesis 41:24; Exodus 7:11; Exodus 7:22; Exodus 8:7","Easton; Nave"
"mephibosheth","15","medium","mephibosheth; mephibosh; mephiboshe","2 Samuel 4:4; 2 Samuel 9:6; 2 Samuel 9:6; 2 Samuel 9:10; 2 Samuel 9:11","Easton; Nave"
"meshach","15","medium","meshach","Daniel 1:7; Daniel 2:49; Daniel 3:12; Daniel 3:13; Daniel 3:14","Easton"
"michael","15","medium","michael","Numbers 13:13; 1 Chronicles 5:13; 1 Chronicles 5:14; 1 Chronicles 6:40; 1 Chronicles 7:3","Easton; Nave"
"miriam","15","medium","miriam","Exodus 15:20; Exodus 15:21; Numbers 12:1; Numbers 12:4; Numbers 12:5","Easton; Nave"
"nebuzaradan","15","medium","nebuzaradan","2 Kings 25:8; 2 Kings 25:11; 2 Kings 25:20; Jeremiah 39:9; Jeremiah 39:10","Easton; Nave"
"sceptre","15","medium","sceptre","Genesis 49:10; Numbers 24:17; Esther 4:11; Esther 5:2; Esther 5:2","Easton"
"shadrach","15","medium","shadrach","Daniel 1:7; Daniel 2:49; Daniel 3:12; Daniel 3:13; Daniel 3:14","Easton; Nave"
"tobiah","15","medium","tobiah","Ezra 2:60; Nehemiah 2:10; Nehemiah 2:19; Nehemiah 4:3; Nehemiah 4:7","Easton; Nave"
"winepress","15","medium","winepress; winepres; wineprese","Numbers 18:27; Numbers 18:30; Deuteronomy 15:14; Judges 6:11; Judges 7:25","Easton; Nave"
"ziklag","15","medium","ziklag","Joshua 15:31; Joshua 19:5; 1 Samuel 27:6; 1 Samuel 27:6; 1 Samuel 30:1","Easton; Nave"
"zimri","15","medium","zimri","Numbers 25:14; 1 Kings 16:9; 1 Kings 16:10; 1 Kings 16:12; 1 Kings 16:15","Easton; Nave"
"amorite","14","medium","amorite; amorites","Genesis 10:16; Genesis 14:13; Genesis 48:22; Exodus 33:2; Exodus 34:11","Easton"
"barak","14","medium","barak","Judges 4:6; Judges 4:8; Judges 4:9; Judges 4:10; Judges 4:12","Easton; Nave"
"bethhoron","14","medium","bethhoron","Joshua 10:10; Joshua 10:11; Joshua 16:3; Joshua 16:5; Joshua 18:13","Easton"
"canaanite","14","medium","canaanite","Genesis 12:6; Genesis 13:7; Genesis 38:2; Exodus 23:28; Exodus 33:2","Easton"
"colour","14","medium","colour","Leviticus 13:55; Numbers 11:7; Numbers 11:7; Proverbs 23:31; Ezekiel 1:4","Easton"
"counsellor","14","medium","counsellor","2 Samuel 15:12; 1 Chronicles 26:14; 1 Chronicles 27:32; 1 Chronicles 27:33; 2 Chronicles 22:3","Easton; Nave"
"debir","14","medium","debir","Joshua 10:3; Joshua 10:38; Joshua 10:39; Joshua 11:21; Joshua 12:13","Easton"
"gershom","14","medium","gershom","Exodus 2:22; Exodus 18:3; Judges 18:30; 1 Chronicles 6:16; 1 Chronicles 6:17","Easton; Nave"
"hadad","14","medium","hadad","Genesis 36:35; Genesis 36:36; 1 Kings 11:14; 1 Kings 11:17; 1 Kings 11:17","Easton; Nave"
"heber","14","medium","heber","Genesis 46:17; Numbers 26:45; Judges 4:11; Judges 4:17; Judges 4:17","Easton; Nave"
"heth","14","medium","heth","Genesis 10:15; Genesis 23:3; Genesis 23:5; Genesis 23:7; Genesis 23:10","Easton; Nave"
"hushai","14","medium","hushai","2 Samuel 15:32; 2 Samuel 15:37; 2 Samuel 16:16; 2 Samuel 16:16; 2 Samuel 16:17","Easton"
"iddo","14","medium","iddo","1 Kings 4:14; 1 Chronicles 6:21; 1 Chronicles 27:21; 2 Chronicles 9:29; 2 Chronicles 12:15","Easton"
"jebusite","14","medium","jebusite; jebusites","Genesis 10:16; Exodus 33:2; Exodus 34:11; Joshua 9:1; Joshua 11:3","Easton; Nave"
"jeduthun","14","medium","jeduthun","1 Chronicles 9:16; 1 Chronicles 16:38; 1 Chronicles 16:41; 1 Chronicles 16:42; 1 Chronicles 16:42","Easton; Nave"
"jerubbaal","14","medium","jerubbaal","Judges 6:32; Judges 7:1; Judges 8:29; Judges 8:35; Judges 9:1","Easton"
"medes","14","medium","medes; mede","2 Kings 17:6; 2 Kings 18:11; Ezra 6:2; Esther 1:19; Isaiah 13:17","Easton; Nave"
"nethaneel","14","medium","nethaneel","Numbers 1:8; Numbers 2:5; Numbers 7:18; Numbers 7:23; Numbers 10:15","Easton; Nave"
"pashur","14","medium","pashur","1 Chronicles 9:12; Ezra 2:38; Ezra 10:22; Nehemiah 7:41; Nehemiah 10:3","Easton; Nave"
"rimmon","14","medium","rimmon","Joshua 15:32; Judges 20:45; Judges 20:47; Judges 20:47; Judges 21:13","Easton; Nave"
"sadducees","14","medium","sadducees; sadducee","Matthew 3:7; Matthew 16:1; Matthew 16:6; Matthew 16:11; Matthew 16:12","Easton; Nave"
"sidon","14","medium","sidon","Genesis 10:15; Genesis 10:19; Matthew 11:21; Matthew 11:22; Matthew 15:21","Easton; Nave"
"state","14","medium","state","Genesis 43:7; 2 Chronicles 24:13; Esther 1:7; Esther 2:18; Psalms 39:5","Nave"
"threshold","14","medium","threshold","Judges 19:27; 1 Samuel 5:4; 1 Samuel 5:5; 1 Kings 14:17; Ezekiel 9:3","Easton"
"abinadab","13","medium","abinadab","1 Samuel 7:1; 1 Samuel 16:8; 1 Samuel 17:13; 1 Samuel 31:2; 2 Samuel 6:3","Easton; Nave"
"alms","13","medium","alms; alm; alme","Matthew 6:1; Matthew 6:2; Matthew 6:3; Matthew 6:4; Luke 11:41","Easton; Nave"
"amminadab","13","medium","amminadab","Exodus 6:23; Numbers 1:7; Numbers 2:3; Numbers 7:12; Numbers 7:17","Easton"
"amoz","13","medium","amoz","2 Kings 19:2; 2 Kings 19:20; 2 Kings 20:1; 2 Chronicles 26:22; 2 Chronicles 32:20","Easton; Nave"
"andrew","13","medium","andrew","Matthew 4:18; Matthew 10:2; Mark 1:16; Mark 1:29; Mark 3:18","Easton"
"assyrian","13","medium","assyrian","Isaiah 10:5; Isaiah 10:24; Isaiah 14:25; Isaiah 19:23; Isaiah 23:13","KJV rare-term help"
"bela","13","medium","bela","Genesis 14:2; Genesis 14:8; Genesis 36:32; Genesis 36:33; Numbers 26:38","Easton; Nave"
"dagon","13","medium","dagon","Judges 16:23; 1 Samuel 5:2; 1 Samuel 5:2; 1 Samuel 5:3; 1 Samuel 5:3","Easton; Nave"
"eber","13","medium","eber","Genesis 10:21; Genesis 10:24; Genesis 10:25; Genesis 11:14; Genesis 11:15","Easton; Nave"
"edomites","13","medium","edomites; edomite","Genesis 36:9; Genesis 36:43; 1 Kings 11:1; 1 Kings 11:17; 2 Kings 8:21","Nave"
"eglon","13","medium","eglon","Joshua 10:3; Joshua 10:5; Joshua 10:23; Joshua 10:34; Joshua 10:36","Easton"
"ephron","13","medium","ephron","Genesis 23:8; Genesis 23:10; Genesis 23:10; Genesis 23:13; Genesis 23:14","Easton; Nave"
"ethiopians","13","medium","ethiopians; ethiopia; ethiopian; ethiopiane","2 Chronicles 12:3; 2 Chronicles 14:12; 2 Chronicles 14:12; 2 Chronicles 14:13; 2 Chronicles 16:8","Easton; Nave"
"festus","13","medium","festus; festu","Acts 24:27; Acts 25:1; Acts 25:4; Acts 25:9; Acts 25:12","Nave"
"geba","13","medium","geba","Joshua 21:17; 1 Samuel 13:3; 2 Samuel 5:25; 1 Kings 15:22; 2 Kings 23:8","Easton; Nave"
"gezer","13","medium","gezer","Joshua 10:33; Joshua 12:12; Joshua 16:3; Joshua 16:10; Joshua 21:21","Easton"
"hamor","13","medium","hamor","Genesis 33:19; Genesis 34:2; Genesis 34:4; Genesis 34:6; Genesis 34:8","Easton; Nave"
"hannah","13","medium","hannah","1 Samuel 1:2; 1 Samuel 1:2; 1 Samuel 1:5; 1 Samuel 1:5; 1 Samuel 1:8","Easton; Nave"
"hermon","13","medium","hermon","Deuteronomy 3:8; Deuteronomy 3:9; Deuteronomy 4:48; Joshua 11:3; Joshua 11:17","Easton"
"hinnom","13","medium","hinnom","Joshua 15:8; Joshua 15:8; Joshua 18:16; Joshua 18:16; 2 Kings 23:10","Easton; Nave"
"jedaiah","13","medium","jedaiah","1 Chronicles 4:37; 1 Chronicles 9:10; 1 Chronicles 24:7; Ezra 2:36; Nehemiah 3:10","Easton; Nave"
"joppa","13","medium","joppa","2 Chronicles 2:16; Ezra 3:7; Jonah 1:3; Acts 9:36; Acts 9:38","Easton; Nave"
"kareah","13","medium","kareah","Jeremiah 40:8; Jeremiah 40:13; Jeremiah 40:15; Jeremiah 40:16; Jeremiah 41:11","Easton; Nave"
"mahanaim","13","medium","mahanaim","Genesis 32:2; Joshua 13:26; Joshua 13:30; Joshua 21:38; 2 Samuel 2:8","Easton; Nave"
"martha","13","medium","martha","Luke 10:38; Luke 10:40; Luke 10:41; Luke 10:41; John 11:1","Easton; Nave"
"mitre","13","medium","mitre","Exodus 28:4; Exodus 28:37; Exodus 28:37; Exodus 28:39; Exodus 29:6","Easton"
"nebo","13","medium","nebo","Numbers 32:3; Numbers 32:38; Numbers 33:47; Deuteronomy 32:49; Deuteronomy 34:1","Easton; Nave"
"obed","13","medium","obed","Ruth 4:17; Ruth 4:21; Ruth 4:22; 1 Chronicles 2:12; 1 Chronicles 2:12","Easton; Nave"
"ophir","13","medium","ophir","Genesis 10:29; 1 Kings 9:28; 1 Kings 10:11; 1 Kings 10:11; 1 Kings 22:48","Easton"
"rabbah","13","medium","rabbah","Joshua 13:25; Joshua 15:60; 2 Samuel 11:1; 2 Samuel 12:26; 2 Samuel 12:27","Easton"
"rechab","13","medium","rechab","2 Samuel 4:2; 2 Samuel 4:5; 2 Samuel 4:6; 2 Samuel 4:9; 2 Kings 10:15","Easton; Nave"
